ENTHUSIASM,WORKOVERLD,ENJOYMNT,UNPLSNTTASK,TOUGH PERFORMNCE,TIME MNGMNT,DISAPNTMNT,DOWNHRTED,BOTHRED,EMOSNAL STABLTY,CHEERUL,TIRED,ABSNT MIND,DISCUSS CO-WORKER,PERSNL MTTR,THOUGHT OF LEAVING,LESS EFFORT 
4,4,3,4,4,3,3,3,4,4,4,5,3,2,4,4,4
